state,date,households,persons,avg_per_household,avg_per_person,total_cost
Iowa,2011-04-01,175483,379147,271.03,125.44,47561960
Iowa,2011-05-01,177067,382412,269.82,124.94,47776680
Iowa,2011-06-01,178827,386153,268.3,124.25,47979316
Iowa,2011-07-01,180015,388973,268.7,124.35,48370104
Iowa,2011-08-01,182184,393624,266.9,123.53,48624962
Iowa,2011-09-01,183734,396727,266.18,123.27,48905797
Kansas,2010-10-01,135807,294947,272.76,125.59,37043355
Kansas,2010-11-01,136708,295787,271.55,125.51,37123056
Kansas,2010-12-01,136701,295080,272.98,126.46,37316764
Kansas,2011-01-01,138374,298200,268.87,124.77,37204934
Kansas,2011-02-01,137944,296961,271.37,126.06,37433794
Kansas,2011-03-01,138406,296988,271.67,126.61,37600654
Kansas,2011-04-01,139873,300333,271.01,126.22,37906974
Kansas,2011-05-01,139774,299552,271.61,126.74,37964388
Kansas,2011-06-01,140051,299944,271.54,126.79,38029485
Kansas,2011-07-01,140840,301926,271.04,126.43,38173376
Kansas,2011-08-01,141850,303667,272.38,127.24,38637187
Kansas,2011-09-01,140586,300320,272.67,127.64,38333911
Missouri,2010-10-01,424684,927581,271.59,124.35,115341771
Missouri,2010-11-01,427495,931933,271.09,124.35,115889445
Missouri,2010-12-01,430481,938015,278.39,127.76,119843157
Missouri,2011-01-01,433219,943733,274.69,126.1,119002403
Missouri,2011-02-01,431728,940259,277.28,127.32,119711554
Missouri,2011-03-01,434645,946034,279.08,128.22,121301003
Missouri,2011-04-01,436662,949025,279.58,128.64,122082612
Missouri,2011-05-01,435004,944363,279.09,128.56,121405424
Missouri,2011-06-01,437211,949136,279.45,128.72,122176597
Missouri,2011-07-01,436360,945985,274.4,126.58,119739234
Missouri,2011-08-01,439195,951103,275.63,127.28,121057377
Missouri,2011-09-01,440102,949889,273.43,126.68,120336191
Montana,2010-10-01,54290,118915,283.29,129.33,15379843
Montana,2010-11-01,54919,120013,282.89,129.45,15536212
Montana,2010-12-01,55920,122155,282.95,129.53,15822407
Montana,2011-01-01,56605,123476,282.02,129.29,15963895
Montana,2011-02-01,57052,124364,283.01,129.83,16146053
Montana,2011-03-01,57677,125404,283.81,130.53,16369236
Montana,2011-04-01,57974,125945,280.9,129.3,16285041
Montana,2011-05-01,57677,125404,284.62,130.9,16415873
Montana,2011-06-01,58455,126521,280.93,129.8,16421936
Montana,2011-07-01,58223,126203,281.17,129.72,16370458
Montana,2011-08-01,58532,126723,280.13,129.39,16396823
Montana,2011-09-01,58266,125792,278.09,128.81,16203173
Nebraska,2010-10-01,74333,170063,281.0,122.82,20887373
Nebraska,2010-11-01,74662,170731,277.94,121.55,20751795
Nebraska,2010-12-01,75733,173040,281.54,123.22,21321597
Nebraska,2011-01-01,76487,174467,277.89,121.83,21255053
Nebraska,2011-02-01,76600,174635,281.33,123.4,21550116
Nebraska,2011-03-01,77261,175919,280.87,123.36,21700576
Nebraska,2011-04-01,77134,176299,283.56,124.06,21871938
Nebraska,2011-05-01,76550,174936,277.66,121.5,21254881
Nebraska,2011-06-01,76375,174936,280.84,122.61,21449299
Nebraska,2011-07-01,75738,173674,282.7,123.28,21411353
Nebraska,2011-08-01,76595,175754,280.07,122.06,21452299
Nebraska,2011-09-01,76723,175993,281.16,122.57,21571224
North Dakota,2010-10-01,27754,60638,287.2,131.45,7970866
North Dakota,2010-11-01,27884,60681,285.87,131.36,7971292
North Dakota,2010-12-01,28053,60947,285.16,131.26,7999597
North Dakota,2011-01-01,28202,61362,284.02,130.53,8009819
North Dakota,2011-02-01,28060,61177,285.32,130.87,8006066
North Dakota,2011-03-01,27994,61049,284.9,130.64,7975427
North Dakota,2011-04-01,27811,60851,285.79,130.62,7948182
North Dakota,2011-05-01,27638,60333,287.76,131.82,7953105
North Dakota,2011-06-01,27674,60451,286.05,130.95,7916109
North Dakota,2011-07-01,28593,62956,296.97,134.87,8491162
North Dakota,2011-08-01,27564,60369,285.63,130.42,7873144
North Dakota,2011-09-01,27483,60011,283.94,130.04,7803575
South Dakota,2010-10-01,42223,99327,311.69,132.5,13160694
South Dakota,2010-11-01,42527,99826,309.71,131.94,13170990
South Dakota,2010-12-01,43049,100789,310.2,132.49,13353612
South Dakota,2011-01-01,43512,101635,308.56,132.1,13426141
South Dakota,2011-02-01,43535,101526,308.93,132.47,13449424
South Dakota,2011-03-01,43608,101636,311.59,133.69,13587649
South Dakota,2011-04-01,43682,101924,310.57,133.1,13566508
South Dakota,2011-05-01,43706,102005,310.3,132.95,13561907
South Dakota,2011-06-01,43945,102748,310.44,132.77,13642069
South Dakota,2011-07-01,44151,103343,310.73,132.75,13718978
South Dakota,2011-08-01,44480,103771,310.67,133.16,13818512
South Dakota,2011-09-01,44605,103277,306.67,132.45,13679016
Utah,2010-10-01,104214,271868,305.32,117.04,31818930
Utah,2010-11-01,104448,268216,302.98,117.99,31645846
Utah,2010-12-01,108631,288540,302.43,113.86,32853578
Utah,2011-01-01,109877,300729,307.87,112.49,33827613
Utah,2011-02-01,109287,283313,303.83,117.2,33204529
Utah,2011-03-01,116604,291056,290.54,116.4,33878501
Utah,2011-04-01,114021,283704,294.03,118.17,33525142
Utah,2011-05-01,113969,282745,297.26,119.82,33877914
Utah,2011-06-01,114696,284001,297.12,120.0,34078961
Utah,2011-07-01,113215,279293,298.5,121.0,33794520
Utah,2011-08-01,116647,287635,295.37,119.78,34453670
Utah,2011-09-01,115979,286549,295.76,119.71,34302235
Wyoming,2010-10-01,15037,35703,289.36,121.87,4351062
Wyoming,2010-11-01,15233,35924,288.83,122.48,4399814
Wyoming,2010-12-01,15418,36472,293.5,124.07,4525149
Wyoming,2011-01-01,15763,37237,288.2,122.0,4542907
Wyoming,2011-02-01,15809,37405,288.94,122.12,4567790
Wyoming,2011-03-01,16034,37732,291.17,123.73,4668620
Wyoming,2011-04-01,15808,37180,289.36,123.03,4574128
Wyoming,2011-05-01,15687,36885,289.01,122.91,4533706
Wyoming,2011-06-01,15382,35921,287.9,123.29,4428544
Wyoming,2011-07-01,14872,34793,288.09,123.14,4284400
Wyoming,2011-08-01,14660,33949,285.78,123.4,4189463
Wyoming,2011-09-01,14394,33170,284.61,123.5,4096630
Alaska,2010-10-01,27579,66363,405.34,168.45,11178814
Alaska,2010-11-01,32481,79242,412.95,169.27,13412958
Alaska,2010-12-01,33099,81190,419.85,171.16,13896736
Alaska,2011-01-01,34395,84709,421.93,171.32,14512193
Alaska,2011-02-01,35175,86714,425.45,172.58,14965290
Alaska,2011-03-01,36138,88718,419.88,171.03,15173707
Alaska,2011-04-01,36855,90545,419.32,170.68,15453936
Alaska,2011-05-01,36975,90837,419.48,170.75,15510451
Alaska,2011-06-01,37167,91501,421.17,171.07,15653528
Alaska,2011-07-01,36999,91100,423.97,172.19,15686482
